source_row	uniprot_A	uniprot_B	label	a_sequence	b_sequence	a_length	b_length	a_within_max_length	b_within_max_length	decision	reason
317	O81127	Q42404	positive	True	True	187	427	True	True	kept	both_sequences_available_within_max_length
318	O81223	Q9LDI3	positive	True	True	222	446	True	True	kept	both_sequences_available_within_max_length
319	O81275	P92973	positive	True	True	276	608	True	True	kept	both_sequences_available_within_max_length
320	O81275	Q6R0H1	positive	True	True	276	645	True	True	kept	both_sequences_available_within_max_length
321	O81283	Q38906	positive	True	True	1503	313	False	True	removed	sequence_A_exceeds_max_length
322	O81292	P25071	positive	True	True	674	324	True	True	kept	both_sequences_available_within_max_length
323	O81292	P25854	positive	True	False	674		True	False	removed	sequence_missing_B
324	O81292	P30187	positive	True	True	674	191	True	True	kept	both_sequences_available_within_max_length
325	O81292	P59220	positive	True	True	674	149	True	True	kept	both_sequences_available_within_max_length
326	O81292	Q03509	positive	True	True	674	149	True	True	kept	both_sequences_available_within_max_length
327	O81292	Q9S744	positive	True	True	674	151	True	True	kept	both_sequences_available_within_max_length
328	O81346	P59220	positive	True	True	541	149	True	True	kept	both_sequences_available_within_max_length
329	O81445	Q8RWC9	positive	True	False	213		True	False	removed	sequence_missing_B
330	O81775	Q9S752	positive	True	True	158	388	True	True	kept	both_sequences_available_within_max_length
331	O82132	Q7XYY2-1	positive	True	False	335		True	False	removed	sequence_missing_B
332	O82132	Q8RY59	positive	True	False	335		True	False	removed	sequence_missing_B
333	O82312	Q9LKF9	positive	True	True	800	739	True	True	kept	both_sequences_available_within_max_length
334	O82345	P25069	positive	True	False	1043		False	False	removed	sequence_missing_B
335	O82462	Q38834	positive	True	True	719	852	True	True	kept	both_sequences_available_within_max_length
336	O82462	Q43127	positive	True	True	719	430	True	True	kept	both_sequences_available_within_max_length
337	O82462	Q940T9	positive	True	True	719	362	True	True	kept	both_sequences_available_within_max_length
338	O82754	P25854	positive	True	False	736		True	False	removed	sequence_missing_B
339	O82754	Q9S744	positive	True	True	736	151	True	True	kept	both_sequences_available_within_max_length
340	P0DKH5	P0DKH5	positive	True	True	1288	1288	False	False	removed	sequence_A_and_B_exceed_max_length
341	P0DKH5	Q9XGM3	positive	True	True	1288	1217	False	False	removed	sequence_A_and_B_exceed_max_length
342	P14712-1	Q8GXX7	positive	False	True		397	False	True	removed	sequence_missing_A
343	P14713	P14713	positive	True	True	1172	1172	False	False	removed	sequence_A_and_B_exceed_max_length
344	P14713	Q96524	positive	True	True	1172	612	False	True	removed	sequence_A_exceeds_max_length
345	P15459	Q9C5U2	positive	True	True	164	1176	True	False	removed	sequence_B_exceeds_max_length
346	P17597	P17597	positive	True	True	670	670	True	True	kept	both_sequences_available_within_max_length
347	P17839	Q1PEU3	positive	True	True	252	252	True	True	kept	both_sequences_available_within_max_length
348	P17839	Q5XXN8	positive	True	True	252	251	True	True	kept	both_sequences_available_within_max_length
349	P18064	Q8H1F2	positive	True	True	383	459	True	True	kept	both_sequences_available_within_max_length
350	P19456	Q01525	positive	True	True	948	259	True	True	kept	both_sequences_available_within_max_length
351	P22953	P25071	positive	True	True	651	324	True	True	kept	both_sequences_available_within_max_length
352	P22953	Q9LYP4	positive	True	True	651	303	True	True	kept	both_sequences_available_within_max_length
353	P23321	Q8GRU8	positive	True	True	332	526	True	True	kept	both_sequences_available_within_max_length
354	P23321	Q9LHA8	positive	True	True	332	650	True	True	kept	both_sequences_available_within_max_length
355	P24100	Q67Y93	positive	True	True	294	191	True	True	kept	both_sequences_available_within_max_length
356	P24100	Q9FKF6	positive	True	True	294	219	True	True	kept	both_sequences_available_within_max_length
357	P24100	Q9LJ45	positive	True	True	294	210	True	True	kept	both_sequences_available_within_max_length
358	P24100	Q9LZ78	positive	True	True	294	127	True	True	kept	both_sequences_available_within_max_length
359	P24100	Q9SHD3	positive	True	True	294	222	True	True	kept	both_sequences_available_within_max_length
360	P25069	Q93WU6	positive	False	True		330	False	True	removed	sequence_missing_A
361	P25069	Q949Y0	positive	False	True		482	False	True	removed	sequence_missing_A
362	P25069	Q9FHN8	positive	False	True		1260	False	False	removed	sequence_missing_A
363	P25069	Q9LPZ9	positive	False	True		830	False	True	removed	sequence_missing_A
364	P25069	Q9SJA8	positive	False	True		321	False	True	removed	sequence_missing_A
365	P25069	Q9SR07	positive	False	True		330	False	True	removed	sequence_missing_A
366	P25069	Q9STX0	positive	False	True		353	False	True	removed	sequence_missing_A
367	P25069	Q9SV15	positive	False	True		325	False	True	removed	sequence_missing_A
368	P25071	P27450	positive	True	True	324	419	True	True	kept	both_sequences_available_within_max_length
369	P25071	P43294	positive	True	True	324	443	True	True	kept	both_sequences_available_within_max_length
370	P25071	P55737	positive	True	True	324	699	True	True	kept	both_sequences_available_within_max_length
371	P25071	P83755	positive	True	True	324	353	True	True	kept	both_sequences_available_within_max_length
372	P25071	Q2V359	positive	True	True	324	190	True	True	kept	both_sequences_available_within_max_length
373	P25071	Q38876	positive	True	True	324	242	True	True	kept	both_sequences_available_within_max_length
374	P25071	Q39010	positive	True	True	324	412	True	True	kept	both_sequences_available_within_max_length
375	P25071	Q39019	positive	True	True	324	421	True	True	kept	both_sequences_available_within_max_length
376	P25071	Q39050	positive	True	True	324	457	True	True	kept	both_sequences_available_within_max_length
377	P25071	Q39254	positive	True	True	324	441	True	True	kept	both_sequences_available_within_max_length
378	P25071	Q42479	positive	True	True	324	529	True	True	kept	both_sequences_available_within_max_length
379	P25071	Q4PSU4	positive	True	True	324	264	True	True	kept	both_sequences_available_within_max_length
380	P25071	Q5XXJ3	positive	True	True	324	248	True	True	kept	both_sequences_available_within_max_length
381	P25071	Q70E96	positive	True	True	324	484	True	True	kept	both_sequences_available_within_max_length
382	P25071	Q7X7A9	positive	True	True	324	312	True	True	kept	both_sequences_available_within_max_length
383	P25071	Q7X9N2	positive	True	True	324	287	True	True	kept	both_sequences_available_within_max_length
384	P25071	Q7Y224	positive	True	True	324	399	True	True	kept	both_sequences_available_within_max_length
385	P25071	Q84WC8	positive	True	True	324	374	True	True	kept	both_sequences_available_within_max_length
386	P25071	Q8GY11	positive	True	True	324	109	True	True	kept	both_sequences_available_within_max_length
387	P25071	Q8GY88	positive	True	True	324	300	True	True	kept	both_sequences_available_within_max_length
388	P25071	Q8GYF5	positive	True	True	324	622	True	True	kept	both_sequences_available_within_max_length
389	P25071	Q8GZ99	positive	True	True	324	953	True	True	kept	both_sequences_available_within_max_length
390	P25071	Q8H1D6	positive	True	True	324	467	True	True	kept	both_sequences_available_within_max_length
391	P25071	Q8LE56	positive	True	False	324		True	False	removed	sequence_missing_B
392	P25071	Q8LG64	positive	True	False	324		True	False	removed	sequence_missing_B
393	P25071	Q8LPR4	positive	True	False	324		True	False	removed	sequence_missing_B
394	P25071	Q8RWQ8	positive	True	False	324		True	False	removed	sequence_missing_B
395	P25071	Q8RWY0	positive	True	False	324		True	False	removed	sequence_missing_B
396	P25071	Q93XM6	positive	True	True	324	481	True	True	kept	both_sequences_available_within_max_length
397	P25071	Q93Z27	positive	True	True	324	204	True	True	kept	both_sequences_available_within_max_length
398	P25071	Q93Z30	positive	True	True	324	459	True	True	kept	both_sequences_available_within_max_length
399	P25071	Q9C562	positive	True	True	324	479	True	True	kept	both_sequences_available_within_max_length
400	P25071	Q9C7R6	positive	True	True	324	729	True	True	kept	both_sequences_available_within_max_length
401	P25071	Q9C960	positive	True	True	324	191	True	True	kept	both_sequences_available_within_max_length
402	P25071	Q9FGX2	positive	True	True	324	145	True	True	kept	both_sequences_available_within_max_length
403	P25071	Q9FGZ5	positive	True	True	324	285	True	True	kept	both_sequences_available_within_max_length
404	P25071	Q9FHZ1	positive	True	True	324	405	True	True	kept	both_sequences_available_within_max_length
405	P25071	Q9FIW6	positive	True	True	324	329	True	True	kept	both_sequences_available_within_max_length
406	P25071	Q9FJK3	positive	True	True	324	321	True	True	kept	both_sequences_available_within_max_length
407	P25071	Q9FJV0	positive	True	True	324	356	True	True	kept	both_sequences_available_within_max_length
408	P25071	Q9FM43	positive	True	True	324	353	True	True	kept	both_sequences_available_within_max_length
409	P25071	Q9FMC2	positive	True	True	324	165	True	True	kept	both_sequences_available_within_max_length
410	P25071	Q9LDI3	positive	True	True	324	446	True	True	kept	both_sequences_available_within_max_length
411	P25071	Q9LFU3	positive	True	True	324	186	True	True	kept	both_sequences_available_within_max_length
412	P25071	Q9LHI7	positive	True	True	324	571	True	True	kept	both_sequences_available_within_max_length
413	P25071	Q9LJ68	positive	True	True	324	415	True	True	kept	both_sequences_available_within_max_length
414	P25071	Q9LJZ2	positive	True	True	324	523	True	True	kept	both_sequences_available_within_max_length
415	P25071	Q9LKA4	positive	True	True	324	404	True	True	kept	both_sequences_available_within_max_length
416	P25071	Q9LNX6	positive	True	False	324		True	False	removed	sequence_missing_B
417	P25071	Q9LPK5	positive	True	True	324	155	True	True	kept	both_sequences_available_within_max_length
418	P25071	Q9LQ65	positive	True	True	324	148	True	True	kept	both_sequences_available_within_max_length
419	P25071	Q9LSI9	positive	True	True	324	605	True	True	kept	both_sequences_available_within_max_length
420	P25071	Q9LTW2	positive	True	True	324	307	True	True	kept	both_sequences_available_within_max_length
421	P25071	Q9LV04	positive	True	True	324	670	True	True	kept	both_sequences_available_within_max_length
422	P25071	Q9LX56	positive	True	True	324	475	True	True	kept	both_sequences_available_within_max_length
423	P25071	Q9LYG8	positive	True	True	324	273	True	True	kept	both_sequences_available_within_max_length
424	P25071	Q9LYL6	positive	True	True	324	446	True	True	kept	both_sequences_available_within_max_length
425	P25071	Q9LZP8	positive	True	True	324	146	True	True	kept	both_sequences_available_within_max_length
426	P25071	Q9M2K4	positive	True	True	324	329	True	True	kept	both_sequences_available_within_max_length
427	P25071	Q9M7Q2	positive	True	True	324	431	True	True	kept	both_sequences_available_within_max_length
428	P25071	Q9M9C3	positive	True	True	324	392	True	True	kept	both_sequences_available_within_max_length
429	P25071	Q9S7H5	positive	True	True	324	413	True	True	kept	both_sequences_available_within_max_length
430	P25071	Q9SJX8	positive	True	True	324	249	True	True	kept	both_sequences_available_within_max_length
431	P25071	Q9SKN2	positive	True	True	324	434	True	True	kept	both_sequences_available_within_max_length
432	P25071	Q9SSF8	positive	True	True	324	541	True	True	kept	both_sequences_available_within_max_length
433	P25071	Q9SUP6	positive	True	True	324	324	True	True	kept	both_sequences_available_within_max_length
434	P25071	Q9SYP2	positive	True	True	324	614	True	True	kept	both_sequences_available_within_max_length
435	P25071	Q9SYS3	positive	True	True	324	654	True	True	kept	both_sequences_available_within_max_length
436	P25071	Q9SZ03	positive	True	True	324	495	True	True	kept	both_sequences_available_within_max_length
437	P25071	Q9XID3	positive	True	True	324	829	True	True	kept	both_sequences_available_within_max_length
438	P25071	Q9ZPE4	positive	True	True	324	317	True	True	kept	both_sequences_available_within_max_length
439	P25071	Q9ZUI9	positive	True	True	324	284	True	True	kept	both_sequences_available_within_max_length
440	P25071	Q9ZVM9	positive	True	True	324	572	True	True	kept	both_sequences_available_within_max_length
441	P25697	Q9LZP9	positive	True	True	395	131	True	True	kept	both_sequences_available_within_max_length
442	P25854	P27450	positive	False	True		419	False	True	removed	sequence_missing_A
443	P25854	P43294	positive	False	True		443	False	True	removed	sequence_missing_A
444	P25854	P55737	positive	False	True		699	False	True	removed	sequence_missing_A
445	P25854	P83755	positive	False	True		353	False	True	removed	sequence_missing_A
446	P25854	P92525	positive	False	True		184	False	True	removed	sequence_missing_A
447	P25854	P93050	positive	False	True		617	False	True	removed	sequence_missing_A
448	P25854	Q0WPH8	positive	False	True		956	False	True	removed	sequence_missing_A
449	P25854	Q29Q72	positive	False	True		147	False	True	removed	sequence_missing_A
450	P25854	Q2V359	positive	False	True		190	False	True	removed	sequence_missing_A
451	P25854	Q38847	positive	False	True		268	False	True	removed	sequence_missing_A
452	P25854	Q38876	positive	False	True		242	False	True	removed	sequence_missing_A
453	P25854	Q39010	positive	False	True		412	False	True	removed	sequence_missing_A
454	P25854	Q39019	positive	False	True		421	False	True	removed	sequence_missing_A
455	P25854	Q39021	positive	False	True		370	False	True	removed	sequence_missing_A
456	P25854	Q39050	positive	False	True		457	False	True	removed	sequence_missing_A
457	P25854	Q39140	positive	False	True		330	False	True	removed	sequence_missing_A
